"[30, 23, 24, 25, 17, 1014]', 0.4193875739644971"
"[119, 47, 16, 29, 18, 246]', 0.6258577235772359"
"[190, 40, 75, 11, 19, 759]', 0.7199838603425561"
"[401, 1, 49, 21, 16, 398]', 0.2600731722337176"
"[354, 16, 157, 23, 11, 516]', 0.5305665184678523"
"[506, 42, 99, 5, 3, 497]', 0.4637060697518445"
"[557, 41, 0, 24, 13, 1088]', 0.6162310049019608"
"[349, 36, 59, 31, 4, 377]', 0.37369208664898323"
"[233, 10, 24, 27, 19, 435]', 0.5391159567275186"
"[187, 1, 127, 25, 4, 816]', 0.36256770833333346"
"[225, 47, 157, 21, 13, 1101]', 0.5480224795640328"
"[418, 29, 86, 18, 14, 72]', 0.34950000000000003"
"[259, 11, 135, 30, 4, 1084]', 0.4184993442949136"
"[361, 29, 5, 35, 9, 697]', 0.6471117886178862"
"[322, 2, 76, 33, 19, 290]', 0.3764266396213658"
"[51, 47, 138, 26, 14, 740]', 0.5577083333333335"
"[516, 20, 170, 5, 4, 924]', 0.6591899350649352"
"[295, 25, 167, 19, 7, 169]', 0.3156666666666667"
"[565, 21, 146, 34, 12, 971]', 0.6188051836594577"
"[33, 27, 45, 22, 11, 1101]', 0.41314509536784744"
"[320, 2, 171, 18, 20, 961]', 0.511794602232152"
"[105, 5, 44, 30, 10, 574]', 0.40320919587347137"
"[460, 36, 116, 1, 13, 472]', 0.5188679378531075"
"[36, 35, 84, 34, 12, 699]', 0.5110815450643778"
"[303, 28, 118, 14, 2, 1004]', 0.5761552124833998"
"[343, 18, 23, 22, 13, 906]', 0.6126934326710817"
"[287, 32, 180, 15, 18, 181]', 0.4051666666666668"
"[233, 41, 115, 25, 2, 882]', 0.5087043650793651"
"[385, 45, 142, 0, 20, 574]', 0.5607145760743321"
"[145, 31, 95, 21, 6, 886]', 0.4969227802859293"
"[478, 43, 180, 10, 1, 507]', 0.4685236686390533"
"[5, 37, 45, 10, 7, 322]', 0.526939182194617"
"[130, 37, 99, 34, 13, 369]', 0.7230176151761518"
"[156, 16, 168, 31, 15, 746]', 0.635924565000263"
"[484, 14, 76, 33, 1, 822]', 0.4622414484041793"
"[262, 7, 77, 36, 6, 621]', 0.5247779435445676"
"[200, 4, 109, 10, 4, 262]', 0.26278431372549027"
"[86, 37, 38, 9, 12, 162]', 0.7733734567901234"
"[41, 38, 145, 31, 13, 557]', 0.6254634949132257"
"[381, 17, 68, 22, 20, 186]', 0.3886612903225807"
"[518, 28, 65, 8, 7, 296]', 0.5272682995495497"
"[471, 44, 178, 28, 9, 212]', 0.33533333333333337"
"[145, 21, 73, 11, 11, 965]', 0.6247560449050087"
"[3, 5, 41, 36, 18, 147]', 0.373779711884754"
"[129, 41, 7, 3, 11, 1074]', 0.48411103351955315"
"[219, 23, 48, 11, 10, 1107]', 0.6097411924119243"
"[373, 21, 98, 2, 13, 985]', 0.6593104906937395"
"[171, 26, 79, 24, 4, 111]', 0.25600000000000006"
"[250, 10, 108, 3, 5, 651]', 0.5885713833920665"
"[322, 28, 75, 15, 20, 465]', 0.537513440860215"
"[317, 47, 84, 21, 11, 227]', 0.3896505139500735"
"[388, 26, 18, 11, 4, 628]', 0.5708091825902336"
"[448, 22, 172, 35, 8, 1072]', 0.6429984452736319"
"[563, 11, 68, 7, 10, 503]', 0.48102664405722523"
"[323, 33, 139, 20, 6, 293]', 0.31133333333333335"
"[364, 6, 145, 11, 13, 703]', 0.7453008186204781"
"[415, 43, 111, 19, 19, 314]', 0.4383604033970277"
"[125, 37, 86, 6, 0, 911]', 0.47352341748993787"
"[544, 28, 78, 5, 4, 585]', 0.4600000000000001"
"[92, 24, 55, 30, 18, 810]', 0.516118827160494"
"[51, 10, 176, 34, 0, 848]', 0.3463192748797632"
"[138, 27, 33, 8, 16, 1007]', 0.5785482456140351"
"[110, 25, 46, 25, 1, 1099]', 0.3364989384288748"
"[570, 43, 58, 13, 0, 958]', 0.5249758176757133"
"[44, 18, 161, 16, 3, 571]', 0.5636211325160538"
"[27, 19, 89, 31, 7, 497]', 0.4689374580818243"
"[583, 32, 169, 33, 10, 383]', 0.3763333333333334"
"[133, 13, 74, 4, 4, 624]', 0.5095418080693817"
"[325, 23, 180, 25, 12, 882]', 0.6954036281179139"
"[511, 4, 153, 10, 11, 843]', 0.6059827123020026"
"[569, 20, 79, 23, 20, 424]', 0.47050452044025154"
"[316, 6, 62, 34, 10, 801]', 0.5412126753323053"
"[178, 43, 80, 11, 14, 378]', 0.8226560846560846"
"[108, 25, 139, 34, 2, 826]', 0.46909029459241325"
"[571, 5, 112, 10, 17, 586]', 0.4924041691762029"
"[19, 41, 178, 27, 1, 409]', 0.2913940505297474"
"[247, 41, 1, 19, 17, 706]', 0.6182597969782815"
"[510, 33, 112, 21, 13, 315]', 0.4233333333333333"
"[579, 2, 95, 17, 3, 522]', 0.2693677315753888"
"[480, 16, 142, 16, 18, 39]', 0.35797058823529415"
"[409, 19, 174, 8, 19, 320]', 0.46583333333333343"
"[482, 28, 133, 2, 15, 700]', 0.557514880952381"
"[562, 2, 108, 4, 6, 819]', 0.3396186525892408"
"[236, 26, 165, 13, 5, 858]', 0.6721733682983684"
"[317, 18, 5, 35, 16, 509]', 0.49845072036673205"
"[558, 1, 44, 20, 18, 358]', 0.25330781027494803"
"[441, 24, 78, 28, 19, 833]', 0.680794517807123"
"[87, 9, 169, 17, 9, 944]', 0.4719300483964773"
"[242, 31, 2, 30, 19, 1044]', 0.5052983716475097"
"[162, 42, 35, 32, 1, 385]', 0.5171699134199136"
"[497, 0, 58, 36, 14, 775]', 0.35430107526881727"
"[501, 25, 164, 21, 6, 299]', 0.31233333333333335"
"[483, 5, 54, 28, 6, 432]', 0.2607408088235294"
"[376, 23, 92, 30, 14, 905]', 0.6670534069981585"
"[314, 29, 98, 25, 3, 630]', 0.6521230158730159"
"[258, 28, 136, 6, 12, 335]', 0.4433333333333334"
"[153, 1, 1, 30, 20, 444]', 0.38338245230524653"
"[359, 11, 103, 16, 7, 985]', 0.5759068627450982"
"[192, 13, 111, 22, 5, 1097]', 0.40799090657229165"
"[144, 31, 78, 12, 12, 282]', 0.8581702127659575"
"[507, 26, 93, 6, 7, 443]', 0.5222390895410083"
"[95, 19, 121, 3, 3, 60]', 0.2725"
"[188, 34, 70, 1, 8, 979]', 0.5163660197480423"
"[129, 1, 148, 34, 9, 1057]', 0.3240183742371121"
"[567, 37, 60, 34, 1, 953]', 0.451974641483036"
"[190, 48, 12, 12, 5, 811]', 0.5889085491163173"
"[81, 48, 133, 25, 20, 870]', 0.5357112068965518"
"[89, 33, 109, 20, 8, 322]', 0.5600719461697723"
"[240, 40, 131, 4, 18, 1079]', 0.6007910874266297"
"[404, 33, 138, 29, 8, 1107]', 0.5939101174345078"
"[137, 40, 52, 36, 15, 100]', 0.32916666666666666"
"[277, 5, 110, 5, 8, 146]', 0.24198039215686276"
"[422, 35, 20, 10, 7, 416]', 0.49186939102564103"
"[272, 46, 127, 30, 0, 232]', 0.22616666666666668"
"[113, 46, 174, 14, 12, 968]', 0.6187932162534436"
"[263, 32, 146, 8, 1, 698]', 0.7027767430754537"
"[0, 27, 5, 24, 16, 195]', 0.3570192307692308"
"[1, 23, 17, 31, 16, 104]', 0.4112636217948719"
"[443, 14, 156, 2, 5, 693]', 0.5388691961633137"
"[451, 9, 162, 18, 17, 1054]', 0.6095918722327641"
"[228, 30, 92, 12, 4, 319]', 0.5371400208986415"
"[11, 20, 156, 6, 2, 133]', 0.35102005012531334"
"[169, 34, 151, 14, 3, 843]', 0.5937007710557533"
"[39, 12, 54, 36, 3, 277]', 0.3777975861824875"
"[371, 8, 35, 22, 4, 92]', 0.17924797527706737"
"[250, 37, 86, 14, 9, 380]', 0.5970504385964912"
"[429, 26, 93, 30, 16, 130]', 0.33416666666666667"
"[82, 6, 79, 24, 17, 750]', 0.42021813725490204"
"[427, 31, 0, 9, 2, 854]', 0.6826666666666668"
"[193, 5, 178, 10, 6, 1097]', 0.48634061701252984"
"[103, 11, 82, 2, 8, 589]', 0.4971854422583975"
"[321, 15, 145, 34, 6, 20]', 0.2437745098039216"
"[87, 7, 101, 12, 8, 521]', 0.5384034191411691"
"[409, 6, 66, 22, 17, 163]', 0.21834313725490198"
"[344, 16, 117, 4, 18, 711]', 0.7890194630594856"
"[36, 23, 125, 9, 18, 853]', 0.622626709652208"
"[97, 12, 175, 33, 0, 455]', 0.3349719887955183"
"[315, 20, 83, 10, 6, 274]', 0.5605845498783456"
"[64, 29, 170, 19, 4, 205]', 0.4402642276422765"
"[468, 14, 98, 15, 7, 1044]', 0.6485511325219744"
"[136, 44, 68, 24, 13, 369]', 0.6446639566395664"
"[577, 42, 41, 33, 7, 368]', 0.38855819746376813"
"[505, 27, 76, 28, 12, 807]', 0.5649268897149937"
"[449, 15, 104, 30, 16, 750]', 0.6071078431372549"
"[378, 47, 148, 25, 10, 149]', 0.3373333333333333"
"[356, 30, 109, 24, 17, 119]', 0.33233333333333337"
"[1, 7, 149, 7, 7, 413]', 0.3737329202867588"
"[542, 15, 112, 25, 0, 787]', 0.36511949074420114"
"[421, 7, 111, 25, 10, 439]', 0.468510362231453"
"[336, 46, 51, 0, 7, 1084]', 0.5213686193111932"
"[138, 12, 54, 20, 20, 628]', 0.5121987479705258"
"[25, 15, 150, 15, 1, 614]', 0.4776482883055503"
"[59, 19, 99, 35, 1, 1052]', 0.3468208967046895"
"[278, 22, 0, 18, 12, 973]', 0.5681904761904764"
"[286, 1, 64, 7, 11, 731]', 0.5820248518011858"
"[428, 38, 3, 33, 6, 289]', 0.31553258362168396"
"[236, 1, 156, 19, 13, 216]', 0.18452941176470591"
"[427, 32, 154, 6, 10, 218]', 0.4238333333333334"
"[99, 39, 133, 26, 9, 216]', 0.5651666666666668"
"[572, 20, 138, 15, 10, 905]', 0.6305893186003684"
"[256, 1, 51, 19, 18, 391]', 0.33142306052855913"
"[554, 8, 67, 8, 18, 871]', 0.5340631739492583"
"[95, 13, 173, 8, 14, 133]', 0.3905490196078431"
"[142, 35, 102, 29, 12, 440]', 0.6558617424242424"
"[293, 32, 53, 18, 9, 427]', 0.4716204137392662"
"[397, 1, 51, 2, 11, 180]', 0.34415441176470596"
"[401, 2, 87, 28, 12, 97]', 0.16322549019607843"
"[11, 44, 83, 35, 18, 755]', 0.49548289183222965"
"[103, 1, 156, 5, 1, 669]', 0.38381491251209005"
"[339, 42, 145, 11, 4, 418]', 0.4893736044657098"
"[383, 39, 35, 33, 6, 932]', 0.5802420422031473"
"[216, 26, 98, 18, 14, 723]', 0.6709149377593362"
"[483, 34, 167, 19, 6, 598]', 0.5331323857302119"
"[77, 16, 159, 23, 13, 508]', 0.5761224911224332"
"[533, 45, 129, 11, 15, 730]', 0.6295005707762558"
"[435, 42, 7, 9, 18, 383]', 0.49740056570931257"
"[201, 33, 106, 26, 2, 434]', 0.6308874807987712"
"[451, 38, 127, 17, 10, 959]', 0.7373838199513384"
"[23, 39, 98, 6, 6, 746]', 0.5388273011617516"
