0.6151006744,"[199, 36, 27, 0, 14, 519]"
0.4286790225,"[445, 47, 68, 26, 7, 607]"
0.6313580247,"[283, 17, 72, 35, 9, 810]"
0.3815804598,"[83, 24, 32, 0, 0, 580]"
0.5686948529,"[471, 11, 25, 22, 20, 1020]"
0.6644665435,"[376, 31, 10, 25, 17, 812]"
0.7085741608,"[267, 22, 104, 6, 10, 854]"
0.3742790422,"[339, 0, 24, 33, 0, 703]"
0.6804964265,"[112, 20, 93, 8, 13, 583]"
0.5284722642,"[439, 42, 86, 30, 20, 661]"
0.3926898595,"[549, 1, 15, 35, 8, 1005]"
0.5278147668,"[489, 18, 85, 16, 19, 579]"
0.3392462794,"[49, 7, 166, 33, 0, 722]"
0.4876961884,"[521, 13, 117, 20, 1, 936]"
0.5049191612,"[120, 23, 147, 28, 14, 1069]"
0.4947967266,"[194, 31, 1, 30, 4, 667]"
0.39500405,"[229, 11, 20, 21, 0, 794]"
0.6394793629,"[195, 27, 114, 25, 18, 743]"
0.4559754805,"[516, 41, 64, 24, 20, 503]"
0.4125932498,"[32, 30, 88, 2, 4, 958]"
0.4517342977,"[52, 27, 127, 30, 2, 674]"
0.5595352564,"[435, 23, 87, 9, 4, 650]"
0.6519871795,"[330, 0, 174, 10, 10, 585]"
0.578331172,"[73, 36, 65, 10, 14, 1041]"
0.4576956484,"[89, 7, 175, 31, 17, 855]"
0.7085106982,"[307, 36, 103, 35, 14, 740]"
0.575133236,"[263, 28, 40, 7, 6, 1027]"
0.5434832112,"[515, 24, 159, 29, 5, 819]"
0.4218414316,"[1, 35, 165, 16, 1, 957]"
0.5246081382,"[32, 24, 12, 13, 11, 897]"
0.6308804417,"[335, 44, 131, 2, 19, 1049]"
0.3571180951,"[72, 8, 35, 26, 9, 908]"
0.5772036918,"[123, 32, 131, 11, 0, 781]"
0.6053585271,"[484, 20, 4, 19, 14, 860]"
0.6635895755,"[422, 36, 31, 22, 17, 801]"
0.4498049242,"[44, 39, 152, 6, 2, 1056]"
0.5704835176,"[163, 44, 119, 17, 5, 814]"
0.43346337,"[51, 44, 46, 20, 6, 819]"
0.5229614979,"[124, 18, 23, 22, 18, 790]"
0.793362767,"[270, 38, 115, 13, 16, 671]"
0.6465919151,"[280, 20, 129, 7, 14, 1107]"
0.4773952763,"[556, 7, 124, 17, 0, 1100]"
0.4572304506,"[383, 17, 119, 27, 6, 503]"
0.742423586,"[146, 30, 140, 19, 20, 554]"
0.3784583333,"[144, 47, 76, 27, 0, 1000]"
0.5557755444,"[483, 17, 16, 28, 16, 796]"
0.465363559,"[293, 7, 93, 14, 5, 1066]"
0.5020028136,"[37, 45, 30, 10, 6, 1007]"
0.5109631925,"[429, 5, 99, 27, 16, 1032]"
0.4606160488,"[274, 24, 97, 36, 2, 1052]"
0.7421252354,"[121, 32, 166, 9, 14, 531]"
0.1862030467,"[421, 3, 43, 31, 2, 548]"
0.7625605346,"[465, 25, 133, 4, 17, 954]"
0.7651450174,"[316, 31, 121, 4, 16, 766]"
0.615048495,"[486, 37, 80, 27, 7, 897]"
0.6423281787,"[527, 34, 172, 20, 7, 970]"
0.5689696715,"[537, 12, 4, 1, 9, 1048]"
0.6171479975,"[360, 11, 25, 34, 12, 705]"
0.4717598579,"[466, 40, 61, 28, 4, 727]"
0.465408586,"[50, 16, 60, 33, 12, 879]"
0.403113228,"[140, 28, 126, 31, 2, 1076]"
0.4749170507,"[84, 30, 20, 19, 7, 651]"
0.6341000651,"[519, 5, 167, 15, 16, 1009]"
0.6523303688,"[432, 4, 138, 5, 20, 883]"
0.6620843984,"[457, 15, 147, 2, 12, 1077]"
0.4511126458,"[394, 1, 36, 32, 6, 839]"
0.4873587292,"[280, 0, 173, 24, 13, 863]"
0.6692335152,"[207, 20, 146, 36, 20, 733]"
0.6221459233,"[298, 13, 6, 14, 17, 872]"
0.6969713934,"[256, 11, 47, 7, 10, 554]"
0.7891585366,"[357, 37, 176, 20, 19, 738]"
0.6118201562,"[415, 38, 102, 34, 13, 683]"
0.4144473684,"[368, 33, 18, 20, 14, 513]"
0.3607107843,"[17, 12, 75, 32, 7, 935]"
0.6333390915,"[584, 33, 128, 5, 6, 1042]"
0.636794316,"[434, 38, 15, 22, 7, 865]"
0.5901923077,"[174, 22, 80, 9, 6, 975]"
0.7885833333,"[355, 36, 129, 15, 14, 669]"
0.3498117456,"[190, 0, 37, 16, 10, 1077]"
0.5094411232,"[42, 17, 39, 14, 7, 828]"
0.6463819255,"[388, 43, 38, 6, 10, 1101]"
0.4014226241,"[113, 13, 7, 5, 5, 1045]"
0.5581273888,"[554, 16, 144, 5, 1, 946]"
0.3011253317,"[476, 7, 96, 3, 1, 569]"
0.62697411,"[514, 20, 131, 17, 11, 515]"
0.2451959128,"[488, 4, 23, 33, 1, 740]"
0.7601572505,"[271, 23, 163, 23, 11, 531]"
0.469915721,"[553, 15, 151, 28, 0, 933]"
0.4389158879,"[582, 27, 10, 22, 3, 963]"
0.6751257862,"[123, 48, 138, 2, 6, 530]"
0.5285894893,"[351, 1, 74, 34, 12, 774]"
0.6195195869,"[379, 30, 41, 7, 0, 702]"
0.6069499455,"[263, 5, 177, 8, 5, 791]"
0.5442230794,"[0, 29, 176, 6, 14, 1037]"
0.5099040164,"[111, 21, 61, 0, 6, 527]"
0.7784152299,"[524, 45, 176, 9, 10, 928]"
0.6810778834,"[480, 15, 163, 26, 9, 993]"
0.5154803012,"[528, 44, 137, 33, 6, 808]"
0.496747488,"[435, 3, 21, 22, 9, 843]"
0.6645337707,"[298, 40, 30, 23, 14, 686]"
0.516947479,"[63, 14, 138, 0, 16, 798]"
0.3554996837,"[127, 2, 164, 23, 7, 930]"
0.7077083333,"[200, 25, 119, 5, 14, 750]"
0.8058527263,"[309, 18, 160, 36, 12, 593]"
0.6089697699,"[110, 26, 170, 1, 4, 623]"
0.7334595359,"[177, 44, 175, 16, 9, 589]"
0.4348575634,"[272, 28, 137, 30, 0, 1104]"
0.5317566389,"[174, 17, 78, 16, 3, 841]"
0.6111272189,"[159, 26, 62, 34, 13, 507]"
0.5885666221,"[309, 6, 125, 14, 2, 594]"
0.5137638436,"[573, 28, 162, 2, 2, 921]"
0.5289039787,"[173, 35, 3, 34, 7, 532]"
0.4392960271,"[501, 10, 68, 16, 19, 611]"
0.6280926558,"[232, 34, 55, 5, 5, 733]"
0.667075929,"[154, 7, 170, 8, 15, 572]"
0.5193305369,"[0, 40, 178, 10, 1, 894]"
0.7390111732,"[321, 48, 165, 13, 18, 537]"
0.7156548706,"[329, 22, 45, 1, 17, 657]"
0.8361940536,"[386, 12, 239, 9, 8, 857]"
0.4305837844,"[89, 33, 35, 28, 3, 739]"
0.5348598064,"[433, 9, 17, 33, 19, 779]"
0.5567821328,"[260, 27, 28, 7, 3, 944]"
0.6504083601,"[501, 40, 54, 19, 10, 933]"
